Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
260,John Wall\walljo01,20-052,G,2010-10-28,WAS,@,ORL,L,1,35,6,19,.316,6,19,.316,0,0,,2,3,.667,0,1,1,9,3,0,3,3,14,8.1
261,David Andersen\anderda03,29-126,C,2009-10-27,HOU,@,POR,L,0,19,4,8,.500,3,7,.429,1,1,1.000,2,2,1.000,1,4,5,1,0,0,0,4,11,8.0
262,Ledell Eackles\eacklle01,21-347,G-F,1988-11-05,WSB,,CHI,L,0,20,7,16,.438,7,15,.467,0,1,.000,5,8,.625,1,0,1,3,0,0,3,3,19,8.0
263,Wayne Ellington\ellinwa01,21-364,G,2009-10-28,MIN,,NJN,W,0,23,4,8,.500,4,7,.571,0,1,.000,0,0,,2,4,6,2,0,0,0,0,8,8.0
264,De'Aaron Fox\foxde01,19-302,G,2017-10-18,SAC,,HOU,L,0,24,7,15,.467,7,13,.538,0,2,.000,0,0,,2,2,4,5,0,0,3,2,14,8.0
265,Markelle Fultz\fultzma01,19-142,G,2017-10-18,PHI,@,WAS,L,0,18,5,9,.556,5,9,.556,0,0,,0,2,.000,2,1,3,1,0,1,0,0,10,8.0
266,Juwan Howard\howarju01,21-285,F,1994-11-19,WSB,,BOS,L,0,22,4,10,.400,4,10,.400,0,0,,2,5,.400,6,5,11,1,0,0,1,2,10,8.0
267,Chinanu Onuaku\onuakch01,20-055,F-C,2016-12-26,HOU,,PHO,W,0,8,2,2,1.000,2,2,1.000,0,0,,2,2,1.000,1,2,3,1,1,0,0,1,6,8.0
268,Rick Fox\foxri01,22-100,F-G,1991-11-01,BOS,,CHH,W,1,21,4,8,.500,4,8,.500,0,0,,5,7,.714,1,1,2,1,2,0,2,5,13,7.9
269,Brian Grant\grantbr01,22-244,F,1994-11-04,SAC,,PHO,W,0,18,2,5,.400,2,5,.400,0,0,,3,4,.750,4,6,10,1,0,1,0,5,7,7.9
270,Brook Lopez\lopezbr01,20-211,C,2008-10-29,NJN,@,WAS,W,0,25,3,8,.375,3,8,.375,0,0,,2,3,.667,1,7,8,1,1,2,0,3,8,7.9
271,James Posey\poseyja01,22-293,F-G,1999-11-02,DEN,,PHO,W,1,20,4,5,.800,4,4,1.000,0,1,.000,1,2,.500,0,2,2,1,1,1,1,2,9,7.9
272,Arvydas Sabonis\sabonar01,30-319,C,1995-11-03,POR,,VAN,L,1,25,3,9,.333,3,6,.500,0,3,.000,4,6,.667,3,4,7,3,2,0,2,4,10,7.9
273,Charles Barkley\barklch01,21-249,F,1984-10-26,PHI,,CLE,W,0,27,3,6,.500,3,6,.500,0,0,,5,6,.833,3,3,6,3,1,1,5,4,11,7.8
274,Mike Bibby\bibbymi01,20-270,G,1999-02-07,VAN,@,SAC,L,1,36,3,14,.214,3,14,.214,0,0,,5,7,.714,0,1,1,9,2,0,2,1,11,7.8
275,Kevin Garnett\garneke01,19-168,F-C,1995-11-03,MIN,@,SAC,L,0,16,4,4,1.000,4,4,1.000,0,0,,0,0,,1,0,1,1,0,0,0,1,8,7.8
276,Ron Mercer\mercero01,21-166,G-F,1997-10-31,BOS,,CHI,W,1,30,5,10,.500,5,10,.500,0,0,,1,3,.333,3,2,5,1,0,0,0,2,11,7.8
277,Rodney Monroe\monroro01,23-204,G,1991-11-06,ATL,@,CHH,L,0,13,4,8,.500,3,7,.429,1,1,1.000,0,0,,2,0,2,1,1,1,1,0,9,7.8
278,Tony Parker\parketo01,19-166,G,2001-10-30,SAS,,LAC,W,0,21,3,8,.375,1,5,.200,2,3,.667,1,2,.500,1,2,3,3,2,0,1,2,9,7.8
279,Nikoloz Tskitishvili\tskitni01,19-199,F,2002-10-30,DEN,@,MIN,L,0,29,3,7,.429,0,3,.000,3,4,.750,0,0,,1,1,2,3,0,2,0,5,9,7.8
280,Kim English\engliki01,24-037,G,2012-10-31,DET,,HOU,L,0,14,3,6,.500,1,2,.500,2,4,.500,0,0,,0,0,0,3,2,0,1,1,8,7.7
281,Derrick Favors\favorde01,19-104,F-C,2010-10-27,NJN,,DET,W,0,20,3,5,.600,3,5,.600,0,0,,2,4,.500,3,7,10,0,0,0,1,1,8,7.7
282,Derrick Gervin\gervide01,26-323,F,1990-02-14,NJN,@,PHI,L,0,8,3,3,1.000,3,3,1.000,0,0,,1,1,1.000,0,2,2,0,1,0,0,0,7,7.7
283,Mustafa Shakur\shakumu01,26-157,G,2011-01-22,WAS,,BOS,W,0,10,2,4,.500,2,2,1.000,0,2,.000,1,1,1.000,1,1,2,5,0,2,0,3,5,7.7
284,C.J. Watson\watsocj01,23-267,G,2008-01-09,GSW,@,POR,L,0,30,4,8,.500,3,7,.429,1,1,1.000,2,2,1.000,0,1,1,4,0,0,2,1,11,7.7
285,Sergei Bazarevich\bazarse01,29-238,G,1994-11-09,ATL,@,PHO,L,0,12,3,5,.600,2,3,.667,1,2,.500,2,2,1.000,0,2,2,2,0,1,1,2,9,7.6
286,Mario Bennett\bennema01,22-217,F,1996-03-05,PHO,,IND,W,1,19,2,4,.500,2,4,.500,0,0,,4,4,1.000,2,1,3,1,1,0,1,2,8,7.6
287,Predrag Drobnjak\drobnpr01,26-024,C,2001-11-20,SEA,@,DAL,W,0,16,4,6,.667,4,6,.667,0,0,,2,2,1.000,0,2,2,0,0,0,0,1,10,7.6
288,Dominic Pressley\pressdo01,24-159,G,1988-11-05,WSB,,CHI,L,0,11,1,1,1.000,1,1,1.000,0,0,,3,4,.750,0,2,2,3,1,0,0,1,5,7.6
289,Anthony Tolliver\tollian01,23-159,F-C,2008-11-07,SAS,,MIA,L,0,22,3,7,.429,1,1,1.000,2,6,.333,0,0,,1,3,4,3,0,0,0,1,8,7.6
290,Danny Manning\mannida01,22-179,F-C,1988-11-12,LAC,,PHO,W,0,27,6,10,.600,6,10,.600,0,0,,0,3,.000,1,3,4,2,0,1,2,1,12,7.5
291,Mark Price\pricema01,22-263,G,1986-11-05,CLE,@,UTA,L,0,15,3,6,.500,1,4,.250,2,2,1.000,0,0,,1,4,5,4,0,0,1,3,8,7.5
292,Marcus Webb\webbma01,22-200,F-C,1992-11-25,BOS,,WSB,W,0,10,4,7,.571,4,7,.571,0,0,,3,3,1.000,0,1,1,1,0,0,0,3,11,7.5
293,Ennis Whatley\whatlen01,21-079,G,1983-10-29,CHI,,NJN,W,1,24,3,6,.500,3,6,.500,0,0,,0,0,,0,3,3,8,2,0,4,0,6,7.5
294,Dedric Willoughby\willode01,25-162,G-F,1999-11-05,CHI,,MIA,L,0,30,3,9,.333,1,2,.500,2,7,.286,2,2,1.000,2,1,3,3,1,0,1,3,10,7.5
295,Ray Allen\allenra02,21-104,G,1996-11-01,MIL,@,PHI,W,1,28,3,10,.300,1,7,.143,2,3,.667,5,7,.714,0,2,2,0,3,0,1,4,13,7.4
296,Malcolm Brogdon\brogdma01,23-320,G,2016-10-26,MIL,,CHO,L,0,21,3,9,.333,3,6,.500,0,3,.000,2,2,1.000,0,6,6,5,0,0,0,2,8,7.4
297,Matt Freije\freijma01,23-049,F,2004-11-20,NOH,,MIN,L,0,3,3,4,.750,0,0,,3,4,.750,0,0,,0,0,0,0,0,0,0,0,9,7.4
298,Skal Labissiere\labissk01,20-232,F,2016-11-05,SAC,@,MIL,L,0,15,3,5,.600,3,5,.600,0,0,,2,3,.667,3,0,3,0,0,0,0,0,8,7.4
299,Sheldon Mac\mcclesh01,23-311,G,2016-10-27,WAS,@,ATL,L,0,4,3,4,.750,2,2,1.000,1,2,.500,0,0,,0,0,0,0,2,0,0,0,7,7.4
300,Don Reid\reiddo01,21-309,F,1995-11-04,DET,@,WSB,L,0,31,3,5,.600,3,5,.600,0,0,,3,4,.750,1,2,3,0,4,0,3,3,9,7.4
301,Johnny Dawkins\dawkijo01,23-033,G,1986-10-31,SAS,@,DEN,L,0,20,8,17,.471,8,16,.500,0,1,.000,0,0,,0,1,1,1,0,0,1,0,16,7.3
302,Kevin Durant\duranke01,19-032,F-G,2007-10-31,SEA,@,DEN,L,1,32,7,22,.318,5,15,.333,2,7,.286,2,4,.500,0,5,5,1,3,1,2,3,18,7.3
303,Othella Harrington\harriot01,22-275,F-C,1996-11-01,HOU,,SAC,W,0,18,4,6,.667,4,6,.667,0,0,,0,0,,3,3,6,1,1,0,2,2,8,7.3
304,Bob McCann\mccanbo01,25-301,F,1990-02-17,DAL,,ORL,W,0,4,2,3,.667,2,3,.667,0,0,,4,4,1.000,0,1,1,1,0,0,0,1,8,7.3
305,Dan O'Sullivan\osullda01,22-301,C,1990-12-29,UTA,,LAC,W,0,8,1,2,.500,1,2,.500,0,0,,4,5,.800,2,2,4,0,0,1,0,0,6,7.3
306,Khalid Reeves\reevekh01,22-112,G,1994-11-04,MIA,@,UTA,L,0,15,1,3,.333,0,1,.000,1,2,.500,5,6,.833,0,0,0,3,0,1,1,1,8,7.3
307,Reggie Williams\willire01,23-246,F-G,1987-11-06,LAC,@,DEN,L,0,33,5,19,.263,3,15,.200,2,4,.500,4,6,.667,3,1,4,2,0,2,1,2,16,7.3
308,Jae Crowder\crowdja01,22-116,F,2012-10-30,DAL,@,LAL,W,0,20,3,7,.429,1,3,.333,2,4,.500,0,0,,0,3,3,2,1,0,0,1,8,7.2
309,LaPhonso Ellis\ellisla01,22-186,F,1992-11-07,DEN,,SAS,W,1,51,5,18,.278,5,18,.278,0,0,,0,0,,5,9,14,5,2,3,4,5,10,7.2
310,Dean Garrett\garrede01,29-342,C,1996-11-03,MIN,@,LAL,L,0,23,2,4,.500,2,4,.500,0,0,,2,2,1.000,3,4,7,0,1,1,1,2,6,7.2
311,Montrezl Harrell\harremo01,21-275,F-C,2015-10-28,HOU,,DEN,L,0,16,4,4,1.000,4,4,1.000,0,0,,0,0,,1,2,3,1,0,0,0,4,8,7.2
312,Cory Jefferson\jeffeco01,23-307,F,2014-10-29,BRK,@,BOS,L,0,9,2,2,1.000,2,2,1.000,0,0,,4,6,.667,1,1,2,0,0,0,0,1,8,7.2
313,Randolph Keys\keysra01,22-199,F-G,1988-11-04,CLE,@,CHH,W,0,12,4,6,.667,4,6,.667,0,0,,3,3,1.000,0,0,0,0,0,0,0,3,11,7.2
314,Toni Kukoc\kukocto01,25-048,F,1993-11-05,CHI,@,CHH,W,0,21,5,10,.500,5,8,.625,0,2,.000,0,0,,1,4,5,1,0,0,0,1,10,7.2
315,Baron Davis\davisba01,20-203,G,1999-11-02,CHH,,ORL,W,0,25,3,6,.500,2,3,.667,1,3,.333,2,2,1.000,1,4,5,2,2,0,3,3,9,7.1
316,DeMar DeRozan\derozde01,20-082,G,2009-10-28,TOR,,CLE,W,1,24,3,6,.500,3,5,.600,0,1,.000,2,2,1.000,0,5,5,1,1,1,1,2,8,7.1
317,Tang Hamilton\hamilta01,23-161,F,2001-11-03,MIA,@,ATL,L,0,27,4,8,.500,4,8,.500,0,0,,0,1,.000,3,3,6,1,1,0,0,3,8,7.1
318,Cedric Henderson\hendece02,22-234,F,1997-10-31,CLE,@,HOU,L,0,21,4,7,.571,4,7,.571,0,0,,2,6,.333,4,0,4,0,1,0,1,2,10,7.1
319,Kyle Kuzma\kuzmaky01,22-087,F,2017-10-19,LAL,,LAC,L,0,19,4,8,.500,4,6,.667,0,2,.000,0,2,.000,2,2,4,1,2,0,0,2,8,7.1
320,Pascal Siakam\siakapa01,22-265,F,2016-10-26,TOR,,DET,W,1,22,2,2,1.000,2,2,1.000,0,0,,0,0,,2,7,9,0,1,0,0,2,4,7.1
321,James White\whiteja02,24-156,G-F,2007-03-26,SAS,@,GSW,W,0,15,3,4,.750,3,3,1.000,0,1,.000,3,3,1.000,0,3,3,0,0,0,0,3,9,7.1
322,Harvey Grant\grantha01,23-124,F,1988-11-05,WSB,,CHI,L,0,15,4,7,.571,4,7,.571,0,0,,1,1,1.000,2,0,2,1,1,0,1,2,9,7.0
323,Mark Jackson\jacksma01,22-219,G,1987-11-06,NYK,@,DET,L,0,19,1,4,.250,1,4,.250,0,0,,2,2,1.000,0,1,1,7,2,0,1,2,4,7.0
324,Rik Smits\smitsri01,22-073,C,1988-11-04,IND,,MIL,L,0,13,1,2,.500,1,2,.500,0,0,,4,4,1.000,1,2,3,0,0,3,1,1,6,7.0
325,Kennard Winchester\winchke01,24-064,G-F,1990-11-06,HOU,,DEN,W,0,8,4,6,.667,2,3,.667,2,3,.667,0,0,,0,1,1,1,0,0,1,1,10,7.0
326,Thurl Bailey\baileth01,22-205,F-C,1983-10-29,UTA,,LAL,L,1,37,2,8,.250,2,8,.250,0,0,,2,2,1.000,5,5,10,1,2,2,3,1,6,6.9
327,Derrick Dial\dialde01,24-077,G,2000-03-06,SAS,,NJN,W,0,10,4,5,.800,3,3,1.000,1,2,.500,0,2,.000,2,0,2,0,0,0,0,2,9,6.9
328,Khalid El-Amin\elamikh01,21-189,G,2000-10-31,CHI,,SAC,L,1,27,4,7,.571,3,6,.500,1,1,1.000,2,4,.500,0,1,1,3,1,0,3,1,11,6.9
329,Shaun Livingston\livinsh01,19-053,G,2004-11-03,LAC,,SEA,W,0,16,3,3,1.000,3,3,1.000,0,0,,0,0,,0,5,5,3,0,0,1,2,6,6.9
330,Nate McMillan\mcmilna01,22-101,G-F,1986-11-12,SEA,@,LAL,L,0,21,4,9,.444,4,8,.500,0,1,.000,0,0,,2,2,4,4,0,0,0,3,8,6.9
331,Andre Moore\moorean01,23-127,F,1987-11-06,DEN,,LAC,W,0,14,1,6,.167,1,6,.167,0,0,,4,4,1.000,3,2,5,4,1,0,1,2,6,6.9
332,Tod Murphy\murphto01,23-317,C-F,1987-11-06,LAC,@,DEN,L,0,19,1,1,1.000,1,1,1.000,0,0,,3,4,.750,1,1,2,2,1,0,0,2,5,6.9
333,Tim Perry\perryti01,23-153,F-C,1988-11-04,PHO,@,POR,L,0,13,4,5,.800,4,5,.800,0,0,,2,6,.333,4,0,4,0,1,0,3,1,10,6.9
334,Stacey Augmon\augmost01,23-093,F-G,1991-11-02,ATL,,DET,L,1,34,4,12,.333,4,12,.333,0,0,,2,6,.333,2,0,2,6,2,2,3,2,10,6.8
335,Maurice Martin\martima01,22-121,F-G,1986-10-31,DEN,,SAS,W,0,4,2,3,.667,2,3,.667,0,0,,2,2,1.000,1,0,1,1,0,1,0,0,6,6.8
336,Jim Thomas\thomaji01,23-009,G,1983-10-28,IND,@,MIL,L,0,12,3,6,.500,3,6,.500,0,0,,0,0,,3,0,3,3,0,0,0,1,6,6.8
337,Jonathan Bender\bendejo01,18-314,F,1999-12-10,IND,,CLE,W,0,13,4,7,.571,3,5,.600,1,2,.500,1,1,1.000,0,0,0,0,0,2,1,1,10,6.7
338,Terry Catledge\catlete01,22-065,F,1985-10-26,PHI,@,NYK,W,0,22,6,13,.462,6,13,.462,0,0,,1,1,1.000,4,4,8,0,0,0,2,4,13,6.7
339,Michael Dickerson\dickemi01,23-225,G-F,1999-02-05,HOU,@,LAL,L,1,33,5,10,.500,5,9,.556,0,1,.000,2,2,1.000,0,3,3,2,0,0,1,4,12,6.7
340,Sherman Douglas\douglsh01,23-049,G,1989-11-03,MIA,,NJN,L,0,21,1,4,.250,1,4,.250,0,0,,0,0,,1,2,3,8,1,0,0,2,2,6.7
341,Manny Harris\harrima01,21-038,G,2010-10-29,CLE,@,TOR,L,0,12,3,4,.750,1,2,.500,2,2,1.000,0,0,,0,2,2,1,1,0,2,0,8,6.7
342,Michael Jackson\jacksmi02,23-116,G,1987-11-06,SAC,,GSW,W,0,19,2,4,.500,2,3,.667,0,1,.000,0,0,,2,1,3,3,2,1,1,2,4,6.7
343,Mike James\jamesmi01,26-183,G,2001-12-23,MIA,@,TOR,L,0,5,1,3,.333,0,0,,1,3,.333,2,2,1.000,0,1,1,3,1,0,0,0,5,6.7
344,Bobby Portis\portibo01,20-266,F,2015-11-03,CHI,@,CHO,L,0,10,5,7,.714,5,7,.714,0,0,,0,0,,1,1,2,0,0,0,1,1,10,6.7
345,Donald Sloan\sloando01,23-361,G,2012-01-11,ATL,@,IND,L,0,5,3,4,.750,3,4,.750,0,0,,0,0,,1,3,4,1,0,0,0,0,6,6.7
346,John Stockton\stockjo01,22-214,G,1984-10-26,UTA,@,SEA,L,0,17,1,2,.500,1,1,1.000,0,1,.000,2,2,1.000,0,2,2,5,2,0,2,1,4,6.7
347,John Wallace\wallajo01,22-266,F,1996-11-01,NYK,@,TOR,W,0,24,3,9,.333,3,9,.333,0,0,,4,8,.500,4,6,10,0,2,0,2,3,10,6.7
348,John Williams\willijo02,20-005,F-C,1986-10-31,WSB,@,BOS,L,1,29,2,11,.182,2,11,.182,0,0,,5,6,.833,6,1,7,3,2,0,2,4,9,6.7
349,Andre Barrett\barrean01,22-276,G,2004-11-23,HOU,@,SAC,L,0,18,2,3,.667,0,1,.000,2,2,1.000,0,0,,0,3,3,2,0,0,0,1,6,6.6
350,Nemanja Bjelica\bjeline01,27-172,F,2015-10-28,MIN,@,LAL,W,0,23,3,6,.500,1,2,.500,2,4,.500,0,0,,0,5,5,2,0,1,0,5,8,6.6
351,Terry Dehere\deherte01,22-054,G,1993-11-05,LAC,,POR,W,0,11,2,2,1.000,2,2,1.000,0,0,,4,5,.800,0,0,0,2,0,0,1,2,8,6.6
352,Aaron Gordon\gordoaa01,19-042,F,2014-10-28,ORL,@,NOP,L,0,28,5,8,.625,4,6,.667,1,2,.500,0,0,,2,1,3,0,1,1,3,3,11,6.6
353,Carlton McKinney\mckinca01,25-013,G,1989-11-03,LAC,,HOU,W,0,20,3,8,.375,3,8,.375,0,0,,0,0,,2,2,4,4,2,0,1,2,6,6.6
354,Chris Mills\millsch01,23-284,F,1993-11-05,CLE,,MIL,L,0,26,4,10,.400,4,8,.500,0,2,.000,2,2,1.000,3,2,5,2,1,1,3,2,10,6.6
355,Scottie Pippen\pippesc01,22-043,F-G,1987-11-07,CHI,,PHI,W,0,23,4,7,.571,4,7,.571,0,0,,2,4,.500,1,0,1,4,2,0,4,2,10,6.6
356,Ansu Sesay\sesayan01,25-244,F,2002-03-30,SEA,@,POR,W,0,12,3,3,1.000,3,3,1.000,0,0,,1,2,.500,0,1,1,2,0,0,0,2,7,6.6
357,Anderson Varejao\varejan01,22-037,F-C,2004-11-04,CLE,@,MIA,L,0,10,3,5,.600,3,5,.600,0,0,,1,1,1.000,2,2,4,1,0,0,0,2,7,6.6
358,Trevor Ariza\arizatr01,19-126,F,2004-11-03,NYK,@,MIN,L,0,22,4,7,.571,4,7,.571,0,0,,0,0,,1,4,5,3,2,0,3,3,8,6.5
359,Chucky Brown\brownch01,21,F,1989-11-03,CLE,@,CHI,L,0,16,2,3,.667,2,3,.667,0,0,,2,4,.500,1,2,3,3,0,0,0,2,6,6.5
360,Steve Burtt\burttst01,21-356,G,1984-10-26,GSW,,PHO,L,0,15,4,9,.444,4,9,.444,0,0,,2,4,.500,0,0,0,2,2,0,1,1,10,6.5
361,Kris Dunn\dunnkr01,22-222,G,2016-10-26,MIN,@,MEM,L,0,15,4,6,.667,4,5,.800,0,1,.000,0,0,,1,3,4,1,1,0,1,3,8,6.5
362,Jonathan Isaac\isaacjo01,20-015,F,2017-10-18,ORL,,MIA,W,0,17,2,3,.667,2,2,1.000,0,1,.000,0,0,,3,5,8,0,0,2,0,3,4,6.5
363,Askia Jones\jonesas01,22-336,G,1994-11-04,MIN,@,DEN,L,0,16,4,7,.571,4,6,.667,0,1,.000,0,0,,2,0,2,0,2,0,0,4,8,6.5
364,Calvin Booth\boothca01,23-323,C,2000-03-25,WAS,@,DAL,W,0,20,4,8,.500,4,8,.500,0,0,,2,2,1.000,1,5,6,0,0,2,2,3,10,6.4
365,Tony Dumas\dumasto01,22-072,G,1994-11-05,DAL,,NJN,W,0,8,3,3,1.000,3,3,1.000,0,0,,2,3,.667,1,0,1,0,0,0,1,0,8,6.4
366,Ronald Murray\murraro01,23-096,G,2002-11-02,MIL,,ORL,L,0,2,2,2,1.000,2,2,1.000,0,0,,2,2,1.000,0,0,0,0,1,0,0,0,6,6.4
367,Ken Norman\normake01,23-062,F,1987-11-06,LAC,@,DEN,L,0,12,4,8,.500,4,8,.500,0,0,,1,3,.333,3,2,5,1,1,0,1,3,9,6.4
368,Dennis Scott\scottde01,22-058,F,1990-11-02,ORL,@,ATL,L,0,29,3,11,.273,1,6,.167,2,5,.400,1,1,1.000,0,2,2,4,1,1,0,3,9,6.4
